910,0.5800,0.5550
107,0.5800,0.5550
824,0.5800,0.5550
123,0.5800,0.5550
823,0.5850,0.5600
147,0.5850,0.5600
878,0.5850,0.5600
184,0.5850,0.5600
975,0.6450,0.5800
174,0.6450,0.5800
857,0.6450,0.5800
229,0.6500,0.5800
941,0.6500,0.5800
188,0.6500,0.5800
878,0.6500,0.5800
150,0.6500,0.5800
914,0.6500,0.5800
275,0.6550,0.5800
1018,0.6750,0.5850
194,0.6750,0.5850
751,0.6750,0.5850
88,0.6750,0.5850
841,0.6750,0.5850
29,0.6750,0.5850
798,0.6750,0.5850
51,0.6750,0.5850
804,0.6750,0.5850
126,0.6800,0.5850
907,0.7050,0.5950
356,0.7050,0.5950
842,0.7050,0.5950
366,0.7050,0.5950
1018,0.7050,0.5950
470,0.7050,0.5950
1018,0.7050,0.5950
419,0.7050,0.5950
1018,0.7050,0.5950
398,0.7050,0.5950
1018,0.7200,0.6000
373,0.7200,0.6000
1018,0.7200,0.6000
312,0.7200,0.6000
1018,0.7200,0.6000
336,0.7200,0.6000
967,0.7200,0.6000
235,0.7200,0.6000
903,0.7200,0.6000
133,0.7200,0.6000
750,0.7350,0.6050
41,0.7350,0.6050
793,0.7350,0.6050
163,0.7350,0.6050
871,0.7350,0.6050
65,0.7350,0.6050
869,0.7350,0.6050
133,0.7350,0.6050
892,0.7350,0.6050
48,0.7350,0.6050
824,0.7350,0.6100
92,0.7350,0.6100
849,0.7350,0.6100
0,0.7350,0.6100
724,0.7350,0.6100
0,0.7350,0.6100
788,0.7350,0.6100
248,0.7350,0.6100
888,0.7350,0.6100
260,0.7350,0.6100
869,0.7400,0.6100
94,0.7400,0.6100
880,0.7400,0.6100
198,0.7400,0.6100
920,0.7400,0.6100
233,0.7400,0.6100
796,0.7400,0.6100
105,0.7400,0.6100
824,0.7400,0.6100
48,0.7400,0.6100
711,0.7400,0.6150
0,0.7400,0.6150
726,0.7400,0.6150
0,0.7400,0.6150
785,0.7400,0.6150
25,0.7400,0.6150
712,0.7400,0.6150
0,0.7400,0.6150
736,0.7400,0.6150
0,0.7400,0.6150
750,0.7350,0.6250
0,0.7350,0.6250
324,0.7350,0.6250
0,0.7350,0.6250
0,0.7350,0.6250
0,0.7350,0.6250
112,0.7350,0.6250
0,0.7350,0.6250
386,0.7350,0.6250
0,0.7350,0.6250
502,0.7350,0.6250
0,0.7350,0.6250
680,0.7350,0.6250
96,0.7350,0.6250
895,0.7350,0.6250
234,0.7350,0.6250
821,0.7350,0.6250
53,0.7350,0.6250
763,0.7350,0.6250
94,0.7350,0.6250
855,0.7350,0.6250
156,0.7350,0.6250
847,0.7350,0.6250
145,0.7350,0.6250
931,0.7350,0.6250
153,0.7350,0.6250
846,0.7350,0.6250
204,0.7350,0.6250
920,0.7350,0.6250
175,0.7350,0.6250
