667,-0.6450,-0.2500
179,-0.6450,-0.2500
656,-0.6450,-0.2500
242,-0.6450,-0.2500
689,-0.6450,-0.2500
232,-0.6450,-0.2500
642,-0.6450,-0.2500
303,-0.6450,-0.2500
791,-0.6450,-0.2500
263,-0.6450,-0.2500
706,-0.6450,-0.2350
218,-0.6450,-0.2350
739,-0.6450,-0.2350
285,-0.6450,-0.2350
711,-0.6450,-0.2350
232,-0.6450,-0.2350
748,-0.6450,-0.2350
227,-0.6450,-0.2350
741,-0.6450,-0.2350
190,-0.6450,-0.2350
686,-0.6500,-0.2250
180,-0.6500,-0.2250
617,-0.6500,-0.2250
159,-0.6500,-0.2250
652,-0.6500,-0.2250
220,-0.6500,-0.2250
750,-0.6500,-0.2250
183,-0.6500,-0.2250
811,-0.6500,-0.2250
0,-0.6500,-0.2250
365,-0.6500,-0.2250
0,-0.6500,-0.2250
455,-0.6500,-0.2250
0,-0.6500,-0.2250
614,-0.6500,-0.2250
171,-0.6500,-0.2250
704,-0.6500,-0.2250
163,-0.6500,-0.2250
701,-0.6500,-0.2250
201,-0.6500,-0.2250
750,-0.6500,-0.2200
246,-0.6500,-0.2200
786,-0.6500,-0.2200
279,-0.6500,-0.2200
759,-0.6500,-0.2200
319,-0.6500,-0.2200
879,-0.6500,-0.2200
306,-0.6500,-0.2200
785,-0.6500,-0.2200
278,-0.6500,-0.2200
687,-0.6550,-0.2200
169,-0.6550,-0.2200
810,-0.6550,-0.2200
334,-0.6550,-0.2200
842,-0.6550,-0.2200
332,-0.6550,-0.2200
866,-0.6550,-0.2200
307,-0.6550,-0.2200
882,-0.6550,-0.2200
257,-0.6550,-0.2200
905,-0.6550,-0.2200
314,-0.6550,-0.2200
929,-0.6550,-0.2200
416,-0.6550,-0.2200
969,-0.6550,-0.2200
374,-0.6550,-0.2200
886,-0.6550,-0.2200
304,-0.6550,-0.2200
807,-0.6550,-0.2200
266,-0.6550,-0.2200
753,-0.6550,-0.2200
228,-0.6550,-0.2200
901,-0.6550,-0.2200
425,-0.6550,-0.2200
923,-0.6550,-0.2200
335,-0.6550,-0.2200
707,-0.6550,-0.2200
196,-0.6550,-0.2200
793,-0.6550,-0.2200
122,-0.6550,-0.2200
644,-0.6550,-0.2200
155,-0.6550,-0.2200
